Date,open,high,low,close,volume
2020-01-02,53.11118247599566,53.57456905161579,53.11118247599566,53.50328063964844,8432600
2020-01-03,52.54976755685002,52.5586773323571,51.72101906010369,51.73884201049805,10546400
2020-01-06,51.32892054656764,51.40912212302147,50.910093113424445,51.14178466796875,8897200
2020-01-07,51.19525184943525,52.22004596028577,50.56255243325188,51.97053146362305,7444300
2020-01-08,51.854689176042285,52.558680461318865,51.78340076960108,52.353721618652344,5381500
2020-01-09,53.191377474677765,53.20920042530685,52.30916351450979,52.78145980834961,5112700
2020-01-10,53.20027940682732,53.20027940682732,52.371531074306354,52.45173263549805,4807700
2020-01-13,53.60129303107902,53.610202805787665,52.977503420697154,53.52109146118164,6613700
2020-01-14,53.61020072883287,54.03794128525417,53.39632875093234,53.75278091430664,6715200
2020-01-15,53.17355875876452,53.200294886527516,51.917069534080134,52.03291702270508,10075100
2020-01-16,52.75472952794789,53.191379940773835,51.9527137093568,52.353721618652344,11215700
2020-01-17,52.25569399796954,52.35371852549257,51.69428295812504,52.20222854614258,8125700
2020-01-21,51.67646443044903,52.57650134762168,51.21307790895114,51.89924621582031,9873700
2020-01-22,52.48739133662337,52.52303383966603,51.97053594963073,51.99726867675781,8124500
2020-01-23,51.56061795013632,51.74775383762602,50.45561877753838,51.221988677978516,9999200
2020-01-24,51.765577136198495,51.81013281455983,51.20416607058062,51.44477081298828,10402200
2020-01-27,49.56448532696395,49.89420478140623,49.06545635700573,49.24367904663086,9675500
2020-01-28,49.662520902493995,50.901187227810446,49.43973909148367,50.874454498291016,8124400
2020-01-29,51.257635611732475,51.257635611732475,50.6605786356654,50.96356201171875,7693400
2020-01-30,49.08328246007971,49.93876366302372,49.065459510095856,49.724891662597656,10295700
2020-01-31,49.39517904327983,49.439734721667634,47.76441469911951,48.06739807128906,13467200
2020-02-03,48.43276216029188,48.95852734643869,48.24562626337026,48.807037353515625,9594300
2020-02-04,50.72294733883018,51.364559868282846,50.705127790238485,51.257625579833984,12746600
2020-02-05,51.77448549363627,51.81904457015717,50.9457369811755,51.61408233642578,6594400
2020-02-06,51.92598309714257,51.93489287354302,51.04376566075399,51.70320129394531,4236300
2020-02-07,50.91900286984592,50.91900286984592,49.95658735213952,50.08134460449219,6808400
2020-02-10,50.295217352286606,50.83880548178987,50.206105993087576,50.81207275390625,4281200
2020-02-11,51.640818158577055,52.48738961679246,51.51606090356472,52.27351760864258,6523200
2020-02-12,52.799279692024776,53.244843233729625,52.4873865725834,53.137908935546875,5962900
2020-02-13,52.692352644785664,53.20029488027623,52.34481357833217,52.87057876586914,6460100
2020-02-14,52.59432002135037,52.72798704207503,51.569522532228014,51.85468292236328,6932400
2020-02-18,49.99222672763704,50.40214775894119,49.57339932083622,50.06351852416992,10989000
2020-02-19,51.01702398017734,51.631900425331956,50.79424221607176,51.36456298828125,7866300
2020-02-20,50.74077780387109,50.8298925569303,49.73380658965384,50.33086013793945,7192900
2020-02-21,50.48235386618799,50.48235386618799,49.475379245654146,49.537757873535156,6816600
2020-02-24,47.71984495528075,48.73572908036378,47.39012895313857,48.227787017822266,9968800
2020-02-25,49.30607484924198,49.43083212660356,47.9693839071435,47.996116638183594,12670700
2020-02-26,48.55752449829011,49.37735992223721,48.459499958604994,49.03873062133789,10969300
2020-02-27,48.299088502666756,48.65553729567925,47.47034004482714,47.488162994384766,11878900
2020-02-28,45.75937496629632,48.16541880255657,45.44748184281336,47.9782829284668,13604500
2020-03-02,48.4505954779355,49.912043860736915,47.96938926852664,49.885311126708984,13797700
2020-03-03,50.17045484487666,50.23283346967106,48.15650910284296,48.90505599975586,14661800
2020-03-04,49.87638038551766,50.87444169585751,49.50210526952784,50.86553192138672,9878200
2020-03-05,50.00113530716945,50.25064977334613,49.23476556176431,49.662506103515625,10004200
2020-03-06,48.655536712062954,49.08328069755529,48.094129104941764,49.07436752319336,12971200
2020-03-09,45.93759684035747,48.24561594000685,45.500946507639355,46.18711471557617,13781100
2020-03-10,47.86243170141033,48.673357158261574,46.77525904238614,48.57533264160156,11698700
2020-03-11,47.32775449710338,47.728762318364005,46.418804568705845,46.55247497558594,14498000
2020-03-12,44.25337531180515,45.438576084577974,43.22857770225542,43.388980865478516,15942200
2020-03-13,46.2495012750663,46.74853031242194,43.92365882790976,46.54357147216797,14948700
2020-03-16,41.294841734287466,43.08600622070497,40.011619567871094,40.011619567871094,16628200
2020-03-17,40.76906464473569,43.27313300844055,40.12745204777101,43.25531005859375,13415700
2020-03-18,39.031368254834675,41.07205023188428,38.55015878088423,39.539310455322266,15018500
2020-03-19,39.34770411997404,40.64310050137857,38.412138350921545,39.48263931274414,11182600
2020-03-20,43.197893610891825,43.43178323449732,40.01337504625932,40.058353424072266,14157700
2020-03-23,40.589116511510966,41.02991295851775,39.14978747734186,40.715057373046875,10508600
2020-03-24,43.17990485815407,44.007518054086034,42.73011418254829,43.96253967285156,12216200
2020-03-25,44.349368245969586,45.02405438591323,43.2248913460635,44.07949447631836,9796600
2020-03-26,44.16945478858084,45.39288630259661,44.0075298275122,44.86213302612305,10577500
2020-03-27,42.48723716594059,43.26087786568662,41.839537337012494,42.199371337890625,12158500
2020-03-30,42.44225093316802,43.32384029766451,42.07342269463754,43.017982482910156,8428300
2020-03-31,42.99999161882535,44.106476364672666,42.874050767829345,42.990997314453125,9595700
2020-04-01,42.12741552429962,42.784109798181646,41.65063485735244,41.83954620361328,8755200
2020-04-02,42.20836720716576,43.377826037523235,41.92949910620513,43.2968635559082,6174700
2020-04-03,42.99100661234992,43.31485654588373,42.082427250865464,42.334312438964844,5486200
2020-04-06,43.746644376217496,45.06902669869424,43.63869213760783,44.952083587646484,7370300
2020-04-07,46.13953456279259,46.16652090885426,44.6732158012945,44.72719192504883,6568700
2020-04-08,45.16799347052589,45.51882976222774,44.56527541691125,45.22196960449219,6325900
2020-04-09,45.230965263400314,45.57280725881127,42.92803838475406,43.476783752441406,12274000
2020-04-13,43.84561232159165,44.16046453498913,43.14393628202737,43.85460662841797,9873200
2020-04-14,44.97907718082501,46.12154615301372,44.934098789970434,45.545814514160156,11068800
2020-04-15,44.763166907277395,44.95208160067857,44.11547066240232,44.67321014404297,9398100
2020-04-16,46.607319734062195,47.80376136986563,46.49037317573726,47.1380729675293,18615900
2020-04-17,48.69434864369985,48.74832133866171,47.677820565133665,48.29853057861328,11288500
2020-04-20,47.67783028376371,48.4154870060763,47.2820155696256,47.30900192260742,9901700
2020-04-21,46.418413078136695,46.60732783801144,45.44686665315008,46.211509704589844,13102500
2020-04-22,47.21003481669889,47.77677209984884,47.147064388752334,47.63283920288086,8255500
2020-04-23,47.506900213303396,47.7947660185482,47.012127643384744,47.35396957397461,7619900
2020-04-24,47.317993761926274,47.57887326591765,46.77824614064839,47.434940338134766,5701800
2020-04-27,47.81276543137375,48.35251304151006,47.650840462006535,48.13661193847656,5812300
2020-04-28,48.13661173218661,48.33452078981654,47.38996076031012,47.4619255065918,8561100
2020-04-29,48.35251071220637,49.198116175786005,48.06464487645026,49.00920486450195,8565500
2020-04-30,48.75732517417648,48.9462364934345,47.641842439813296,47.79477310180664,6337900
2020-05-01,47.210036085377446,47.282004251610914,45.95961836593478,45.96861267089844,10238700
2020-05-04,46.58932380664801,46.94016002073424,46.13053534851149,46.91317367553711,7514000
2020-05-05,46.96714375483921,47.29999134137694,46.400409947421174,46.51735305786133,7780700
2020-05-06,46.87719152181753,47.3359765671888,46.77823700985111,46.89518356323242,8206700
2020-05-07,47.632835635395956,47.659821979171625,46.86818938932199,47.075096130371094,5493400
2020-05-08,47.33598330277791,47.983683159353376,47.20104812041236,47.59686279296875,6086000
2020-05-11,47.32698426292492,47.524893295223855,47.12008092535383,47.1380729675293,6459300
2020-05-12,47.35396898621334,47.35396898621334,45.950624060971116,45.96861267089844,8584500
2020-05-13,46.69728133646052,46.79623586283056,45.41087935691309,45.80669403076172,8611000
2020-05-14,45.36589512858426,46.91317640019366,44.7901635200685,46.868194580078125,13695600
2020-05-15,45.4828477686586,45.92364083905932,44.421341186587334,44.799163818359375,17777200
2020-05-18,45.82468567812685,46.94916268326805,45.67175845261076,46.66129684448242,12726500
2020-05-19,46.19351222320293,46.2924667449133,45.69874304628245,45.707740783691406,12940300
2020-05-20,46.40042955407803,46.85921474893919,45.428879590891384,46.63431930541992,8406200
2020-05-21,46.86820434709309,46.96715888135901,45.59979431036908,45.653770446777344,7842600
2020-05-22,45.7347295231733,45.75272156730028,44.628244546600335,44.799163818359375,12462300
2020-05-26,46.14853073778689,46.23849094768976,45.68974567799118,45.716732025146484,8872000
2020-05-27,45.90565170353843,46.54435729980469,45.653769933064375,46.54435729980469,11405700
2020-05-28,46.292463483041004,46.43639638676024,45.06903208561197,45.23095703125,8178700
2020-05-29,45.28493806222161,45.6357743385625,44.85313930429194,45.275943756103516,10918500
2020-06-01,45.797690836815455,46.13053500776809,45.46484666586282,45.9056396484375,6187300
2020-06-02,46.28347178443762,46.81422504022349,46.13953887261254,46.787235260009766,6063600
2020-06-03,47.35397781414339,47.90272317326439,47.156068751737344,47.73180389404297,8380200
2020-06-04,47.73180125669567,48.91025096448306,47.70481147500233,48.829288482666016,13269500
