Date,open,high,low,close,volume
2020-01-02,5.9283346184940875,5.9571380615234375,5.87792847479062,5.9571380615234375,237536000
2020-01-03,5.8377029185507645,5.90549096907539,5.812872101320706,5.861788749694824,205384000
2020-01-06,5.7686732819433395,5.89158508763454,5.742601138143197,5.886370658874512,262636000
2020-01-07,5.91467674815212,6.003322495503562,5.86973321074161,5.957633972167969,314856000
2020-01-08,5.953413060374501,6.010027258014917,5.913435777645766,5.968808174133301,277108000
2020-01-09,6.0549704262952675,6.106618363369138,5.9807266351536645,6.034360885620117,255112000
2020-01-10,6.141381463186683,6.171674874881469,6.052487541574924,6.066640853881836,316296000
2020-01-13,6.1495774182111,6.281924941159547,6.126981083807574,6.256845951080322,319840000
2020-01-14,6.214135687983089,6.239463317637183,6.126979903415702,6.140140533447266,359088000
2020-01-15,6.152803361694652,6.175151045475262,6.071855169086371,6.097679138183594,263104000
2020-01-16,6.1510665656595895,6.187071227811606,6.1277257200512425,6.181111812591553,284192000
2020-01-17,6.200231027429631,6.207680414425977,6.142375495222458,6.189802169799805,253792000
2020-01-21,6.153299881678846,6.1900495201260926,6.122509656861109,6.156527996063232,217916000
2020-01-22,6.201721310324639,6.296822835062308,6.182849907874976,6.21041202545166,239240000
2020-01-23,6.250388007668793,6.287137171560822,6.161742265023293,6.2786946296691895,244516000
2020-01-24,6.393910829739287,6.44357246252044,6.165468171441158,6.21959924697876,373512000
2020-01-27,5.91566983614164,6.015241253223924,5.766437269511233,5.964338302612305,470536000
2020-01-28,6.0301406941602735,6.189553975862552,5.977002775723372,6.15727424621582,310976000
2020-01-29,6.142871972143197,6.1788766302299125,6.057205684032846,6.096935272216797,258848000
2020-01-30,5.999348676845142,6.117046493141974,5.944473105422862,6.1036376953125,290504000
2020-01-31,6.057949635579352,6.069868462638404,5.829010687452668,5.870726108551025,370420000
2020-02-03,5.852601361983941,5.98693566495872,5.846393775927354,5.9675679206848145,255564000
2020-02-04,6.109102012462837,6.155535525631463,6.059192213756811,6.136415481567383,271544000
2020-02-05,6.257092159833184,6.267272844623342,6.14336743176508,6.226550579071045,208220000
2020-02-06,6.260818976687497,6.313211441040039,6.179870762717581,6.313211441040039,218284000
2020-02-07,6.273233053761534,6.2953325687371064,6.221833281757143,6.247160911560059,189752000
2020-02-10,6.269756297361858,6.5304786470167295,6.26479004009398,6.529734134674072,529608000
2020-02-11,6.637748408041317,6.766371455351388,6.575919776508791,6.651901721954346,638556000
2020-02-12,6.704541297363062,6.773819299902876,6.665805347420632,6.76736307144165,374644000
2020-02-13,6.709507635030911,6.7907039916332455,6.682193696334617,6.723660945892334,528016000
2020-02-14,7.132872659897927,7.324317490360946,7.101586088770916,7.195694446563721,1041924000
2020-02-18,7.092647159324658,7.3824221104221035,7.073279416105086,7.364047050476074,620164000
2020-02-19,7.486213974968702,7.831857654033963,7.486213974968702,7.81422758102417,694332000
2020-02-20,7.766305038885918,7.8544539884658295,7.358584533715632,7.665244102478027,810052000
2020-02-21,7.553256172115003,7.578335155313168,7.217296402519011,7.301969051361084,768180000
2020-02-24,6.709012016382708,6.999035117860609,6.654632773657176,6.785738945007324,856916000
2020-02-25,6.8607273723321756,6.9225559983296225,6.405332082047458,6.506889820098877,1055496000
2020-02-26,6.50713847933115,6.839622002158671,6.505648980883391,6.645942211151123,747732000
2020-02-27,6.3331371030939225,6.6337688114067115,6.183815236866364,6.275992393493652,906416000
2020-02-28,6.02405771475287,6.7694249063788705,6.007411321078499,6.710043907165527,1133252000
2020-03-02,6.879741092103403,6.8968846026062485,6.48469634037957,6.868063449859619,890744000
2020-03-03,6.923715627771662,6.983344943140282,6.520968837432035,6.606189250946045,652792000
2020-03-04,6.7132732703781945,7.078254667313152,6.6387362744594425,7.068813323974609,597408000
2020-03-05,6.869800768089446,7.03626612440936,6.745572904384784,6.790046691894531,540328000
