Date,open,high,low,close,bull,bull_on,confirm_23,bx,pos_to_neg
2021-09-15,47098.0,48450.46875,46773.328125,48176.34765625,False,False,False,-11.743417719491138,False
2021-09-16,48158.90625,48486.828125,47079.55859375,47783.359375,False,False,False,-2.0616672722107,False
2021-09-17,47771.00390625,48160.921875,46832.5234375,47267.51953125,False,False,False,3.2010614040466825,False
2021-09-18,47273.52734375,48791.78125,47087.28515625,48278.36328125,False,False,False,9.388345819926002,False
2021-09-19,48268.85546875,48328.3671875,46919.8046875,47260.21875,False,False,False,10.225627232957436,False
2021-09-20,47261.40625,47328.19921875,42598.9140625,42843.80078125,False,False,False,-5.029061447700622,True
2021-09-21,43012.234375,43607.609375,39787.609375,40693.67578125,False,False,False,-18.588922486723064,False
2021-09-22,40677.953125,43978.62109375,40625.6328125,43574.5078125,False,False,False,-24.302229878969,False
2021-09-23,43560.296875,44942.17578125,43109.33984375,44895.09765625,False,False,False,-19.915602551166543,False
2021-09-24,44894.30078125,45080.4921875,40936.55859375,42839.75,False,False,False,-19.283338484449935,False
2021-09-25,42840.890625,42996.2578125,41759.921875,42716.59375,False,False,False,-19.712825438842167,False
2021-09-26,42721.62890625,43919.30078125,40848.4609375,43208.5390625,False,False,False,-16.879878656254608,False
2021-09-27,43234.18359375,44313.24609375,42190.6328125,42235.73046875,False,False,False,-16.795515398865227,False
2021-09-28,42200.8984375,42775.14453125,40931.6640625,41034.54296875,False,False,False,-20.33328579729451,False
2021-09-29,41064.984375,42545.2578125,40829.66796875,41564.36328125,False,False,False,-21.24579735217347,False
2021-09-30,41551.26953125,44092.6015625,41444.58203125,43790.89453125,False,False,False,-6.697230043250741,False
2021-10-01,43816.7421875,48436.01171875,43320.0234375,48116.94140625,False,False,False,12.189918049839065,False
2021-10-02,48137.46875,48282.0625,47465.49609375,47711.48828125,True,True,False,24.194659468302447,False
2021-10-03,47680.02734375,49130.69140625,47157.2890625,48199.953125,True,False,False,31.55562241584002,False
2021-10-04,48208.90625,49456.77734375,47045.00390625,49112.90234375,True,False,True,36.25693993180758,False
2021-10-05,49174.9609375,51839.984375,49072.83984375,51514.8125,True,False,False,39.82292031865866,False
2021-10-06,51486.6640625,55568.46484375,50488.19140625,55361.44921875,True,False,False,42.76571718805447,False
2021-10-07,55338.625,55338.625,53525.46875,53805.984375,True,False,False,44.435326825274764,False
2021-10-08,53802.14453125,55922.98046875,53688.0546875,53967.84765625,True,False,False,45.33392839027864,False
2021-10-09,53929.78125,55397.9453125,53735.14453125,54968.22265625,True,False,False,45.906783885083875,False
2021-10-10,54952.8203125,56401.3046875,54264.2578125,54771.578125,True,False,False,43.88868580447152,False
2021-10-11,54734.125,57793.0390625,54519.765625,57484.7890625,True,False,False,43.77320445685165,False
2021-10-12,57526.83203125,57627.87890625,54477.97265625,56041.05859375,True,False,False,38.02391674887079,False
2021-10-13,56038.2578125,57688.66015625,54370.97265625,57401.09765625,True,False,False,35.38697964133899,False
2021-10-14,57372.83203125,58478.734375,56957.07421875,57321.5234375,True,False,False,29.77269782873039,False
2021-10-15,57345.90234375,62757.12890625,56868.14453125,61593.94921875,True,False,False,32.3814760966477,False
2021-10-16,61609.52734375,62274.4765625,60206.12109375,60892.1796875,True,False,False,34.326242831804876,False
2021-10-17,60887.65234375,61645.5234375,59164.46875,61553.6171875,True,False,False,35.64314485297347,False
2021-10-18,61548.8046875,62614.66015625,60012.7578125,62026.078125,True,False,False,35.51687771378968,False
2021-10-19,62043.1640625,64434.53515625,61622.93359375,64261.9921875,True,False,False,37.47637025352008,False
2021-10-20,64284.5859375,66930.390625,63610.67578125,65992.8359375,True,False,False,40.05951901955362,False
2021-10-21,66002.234375,66600.546875,62117.41015625,62210.171875,True,False,False,21.820071621484608,False
2021-10-22,62237.890625,63715.0234375,60122.796875,60692.265625,True,False,False,2.1063976159092874,False
2021-10-23,60694.62890625,61743.87890625,59826.5234375,61393.6171875,True,False,False,-11.343029011055338,True
2021-10-24,61368.34375,61505.8046875,59643.34375,60930.8359375,True,False,False,-20.778480985210503,False
2021-10-25,60893.92578125,63729.32421875,60691.80078125,63039.82421875,True,False,False,-24.719208509675966,False
2021-10-26,63032.76171875,63229.02734375,59991.16015625,60363.79296875,True,False,False,-29.724549253416786,False
2021-10-27,60352.0,61435.18359375,58208.1875,58482.38671875,True,False,False,-34.694946486648405,False
2021-10-28,58470.73046875,62128.6328125,58206.91796875,60622.13671875,True,False,False,-37.42657303305204,False
2021-10-29,60624.87109375,62927.609375,60329.96484375,62227.96484375,True,False,False,-33.51281668737342,False
2021-10-30,62239.36328125,62330.14453125,60918.38671875,61888.83203125,True,False,False,-31.028707969331364,False
2021-10-31,61850.48828125,62406.171875,60074.328125,61318.95703125,True,False,False,-30.939482194281936,False
2021-11-01,61320.44921875,62419.00390625,59695.18359375,61004.40625,True,False,False,-32.32735001563589,False
2021-11-02,60963.25390625,64242.79296875,60673.0546875,63226.40234375,True,False,False,-23.83374261624368,False
2021-11-03,63254.3359375,63516.9375,61184.23828125,62970.046875,True,False,False,-17.304962073090714,False
2021-11-04,62941.8046875,63123.2890625,60799.6640625,61452.23046875,True,False,False,-18.918367205243875,False
2021-11-05,61460.078125,62541.46875,60844.609375,61125.67578125,True,False,False,-23.067213727320834,False
2021-11-06,61068.875,61590.68359375,60163.78125,61527.48046875,True,False,False,-26.360118716512854,False
2021-11-07,61554.921875,63326.98828125,61432.48828125,63326.98828125,True,False,False,-19.042052260384466,False
2021-11-08,63344.06640625,67673.7421875,63344.06640625,67566.828125,True,False,False,0.37977188924604377,False
2021-11-09,67549.734375,68530.3359375,66382.0625,66971.828125,True,False,False,13.253234943601974,False
