entry_date,entry_price,exit_date,exit_price,bars_held,pnl_pct,reason_exit
2021-09-17,252.38333129882807,2021-10-01,259.4666748046875,10,0.02703826145902677,訊號次日開盤
2021-10-08,265.4033203125,2021-11-08,383.2633361816406,21,0.44263554777888836,訊號次日開盤
2021-11-18,368.8500061035156,2022-01-03,382.5833435058594,30,0.03619613673305677,訊號次日開盤
2022-01-13,369.6900024414063,2022-02-14,287.19000244140625,21,-0.22393639517563935,訊號次日開盤
2022-02-28,271.6700134277344,2022-03-08,265.1766662597656,6,-0.02487720756105516,訊號次日開盤
2022-04-20,343.3333435058594,2022-06-06,244.35333251953125,32,-0.2890026386311232,訊號次日開盤
2022-06-16,222.73666381835935,2022-06-29,230.5,8,0.03381998834366806,訊號次日開盤
2022-08-15,301.78668212890625,2022-09-22,299.8599853515625,27,-0.0073774193477468275,訊號次日開盤
2022-09-29,282.760009765625,2022-11-03,211.3600006103516,25,-0.25325810247373526,訊號次日開盤
2022-11-14,192.7700042724609,2022-12-06,181.22000122070312,15,-0.060855590746781485,訊號次日開盤
2022-12-30,119.9499969482422,2023-02-13,194.4199981689453,29,0.6192220114520062,訊號次日開盤
2023-02-28,210.58999633789065,2023-03-29,193.1300048828125,21,-0.0838265124184373,訊號次日開盤
2023-04-14,183.9499969482422,2023-05-15,167.66000366210938,21,-0.08946762584789703,訊號次日開盤
2023-07-03,276.489990234375,2023-09-05,245.0,44,-0.1147776372254683,訊號次日開盤
2023-09-29,250.0,2023-10-13,258.8999938964844,10,0.034564893151568965,訊號次日開盤
2023-10-30,209.27999877929688,2023-11-10,210.02999877929688,9,0.0025806334427038724,訊號次日開盤
2023-12-08,240.2700042724609,2023-12-21,251.8999938964844,9,0.047355955029150465,訊號次日開盤
2024-01-24,211.8800048828125,2024-02-14,185.3000030517578,15,-0.1263224873211145,訊號次日開盤
2024-03-13,173.0500030517578,2024-04-03,164.02000427246094,14,-0.05312878735865634,訊號次日開盤
2024-04-25,158.9600067138672,2024-05-06,183.8000030517578,7,0.15511000973531308,訊號次日開盤
2024-05-15,179.89999389648438,2024-05-24,174.83999633789062,7,-0.02909811204125845,訊號次日開盤
2024-06-07,176.1300048828125,2024-06-21,182.3000030517578,9,0.03399641801138231,訊號次日開盤
2024-07-30,232.25,2024-08-23,214.4600067138672,18,-0.07752140416116904,訊號次日開盤
2024-09-03,215.25999450683597,2024-09-09,216.1999969482422,4,0.0033629587889378865,訊號次日開盤
2024-10-18,220.7100067138672,2024-11-01,252.0399932861328,10,0.1408095310163615,訊號次日開盤
2024-12-03,351.79998779296875,2024-12-19,451.8800048828125,12,0.2831960385703036,訊號次日開盤
2025-01-14,414.3399963378906,2025-01-23,416.05999755859375,6,0.003147533814517045,訊號次日開盤
2025-01-31,401.5299987792969,2025-02-24,338.1400146484375,15,-0.1587128118788994,訊號次日開盤
2025-03-06,272.0599975585937,2025-03-31,249.30999755859372,17,-0.08453718154541545,訊號次日開盤
2025-04-10,260.0,2025-04-17,243.47000122070312,5,-0.06451287348597701,訊號次日開盤
2025-04-24,250.5,2025-05-02,284.8999938964844,6,0.13618856798960244,訊號次日開盤
2025-05-28,364.8399963378906,2025-06-26,324.6099853515625,20,-0.11115683355681227,訊號次日開盤
2025-07-11,307.8900146484375,2025-07-25,308.739990234375,10,0.001758387290247132,訊號次日開盤
2025-08-07,319.7900085449219,2025-08-15,337.6600036621094,6,0.05482505203626964,訊號次日開盤
2025-08-25,338.8999938964844,2025-09-02,328.2300109863281,5,-0.03245219559228696,訊號次日開盤
2025-09-08,354.6400146484375,2025-09-19,421.8200073242188,9,0.18824267063951483,訊號次日開盤
2025-10-16,434.7300109863281,2025-10-31,446.75,11,0.02662218384873416,訊號次日開盤
2025-11-25,414.4200134277344,2025-12-09,437.5400085449219,9,0.054733538522197867,訊號次日開盤
2026-01-12,441.2300109863281,2026-01-28,431.9100036621094,11,-0.022101174530271606,訊號次日開盤
2026-02-09,409.9100036621094,2026-02-18,411.1099853515625,6,0.0019250009741615948,訊號次日開盤
2026-02-25,412.1499938964844,2026-03-02,390.6000061035156,3,-0.05323399956711139,訊號次日開盤
2026-03-05,401.5700073242188,2026-03-09,390.0499877929688,2,-0.02965827719772174,訊號次日開盤
2026-03-25,389.989990234375,2026-04-22,387.5700073242188,19,-0.00719854175650414,訊號次日開盤
2026-05-01,382.489990234375,2026-05-18,419.2699890136719,11,0.09506376440918629,訊號次日開盤
2026-05-26,430.260009765625,2026-07-06,397.5,27,-0.07706342760744145,訊號次日開盤
2026-07-31,309.69000244140625,2026-08-25,349.5799865722656,17,0.12767793127067528,訊號次日開盤
