entry_date,entry_price,exit_date,exit_price,bars_held,pnl_pct,reason_entry,reason_exit
2022-03-29,369.3299865722656,2022-05-03,301.0599975585937,24,-0.18566296008851702,,訊號次日開盤
2022-07-29,280.70001220703125,2022-10-04,250.5200042724609,46,-0.10840898260807807,,訊號次日開盤
2023-02-08,196.1000061035156,2023-04-24,164.64999389648438,51,-0.16121661873067084,,訊號次日開盤
2023-05-30,200.1000061035156,2023-08-21,221.5500030517578,57,0.10608974021645068,,訊號次日開盤
2023-09-01,257.260009765625,2023-10-20,217.00999450683597,34,-0.1572996784047047,,訊號次日開盤
2023-12-08,240.2700042724609,2024-01-16,215.1000061035156,24,-0.1056519341882054,,訊號次日開盤
2024-06-18,186.55999755859372,2025-02-14,360.6199951171875,165,0.9310653948138568,,訊號次日開盤
2025-05-14,342.5,2026-01-29,437.7999877929688,178,0.276970530206641,,訊號次日開盤
2026-05-12,441.4100036621094,2026-06-25,375.2699890136719,30,-0.1506877880981221,,訊號次日開盤
2026-07-07,416.9599914550781,2026-07-09,393.989990234375,2,-0.05603365980716102,,訊號次日開盤
